Location,Name,Position,Place
King and Queen,Jeffrey W. Shaw,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King and Queen,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Roy Michael McKenney,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lancaster,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lee ,Tammy S. McElyea,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lee ,John C. Kilgore,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lee ,Ronald Kelley Elkins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lee ,Jeffrey Hamilton,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Loudoun ,Douglas L. Fleming Jr.,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Loudoun ,James P. Fisher,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Loudoun ,Jeanette A. Irby,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Loudoun ,James E. Plowman Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Loudoun ,Stephen E. Sincavage,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Louisa ,Timothy K. Sanner,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Louisa ,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Louisa ,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Louisa ,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Louisa ,Richard E. Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Louisa ,Claude V. Worrell Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lunenburg ,James William Watson Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lunenburg ,Kimberley S. White,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lunenburg ,Donald Carl Blessing,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lunenburg ,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lynchburg ,Frank Patrick Yeatts,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lynchburg ,Michael T. Garrett,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lynchburg ,John T. Cook,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lynchburg ,Michael R. Doucette,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lynchburg ,James W. Updike Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Lynchburg ,James F. Watson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Madison ,David B. Franzen,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Madison ,Timothy K. Sanner,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Madison ,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Madison ,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Madison ,Richard E. Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Madison ,Claude V. Worrell Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Martinsville ,Giles Carter Greer,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Martinsville ,Marcus A. Brinks,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Martinsville ,David V. Williams,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mathews ,Jeffrey W. Shaw,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mathews ,Richard H. Rizk,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mathews ,Benjamin Elliott Bondurant,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mathews ,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mecklenburg ,Kimberley S. White,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mecklenburg ,Donald Carl Blessing,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mecklenburg ,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Mecklenburg ,James William Watson Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Middlesex ,Jeffrey W. Shaw,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Middlesex ,Richard H. Rizk,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Middlesex ,Benjamin Elliott Bondurant,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Middlesex ,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Montgomery ,Kenneth M. Fleenor Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Montgomery ,Robert M. D. Turk,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Montgomery ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Montgomery ,Brett L. Geisler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Montgomery ,Hugh Lee Harrell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Montgomery ,Josiah T. Showalter Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nelson,Michael T. Garrett,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nelson,John T. Cook,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nelson,Michael R. Doucette,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nelson,James W. Updike Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nelson,James F. Watson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nelson,Frank Patrick Yeatts,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
New Kent,Benjamin Elliott Bondurant,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
New Kent,Richard H. Rizk,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
New Kent,Jeffrey W. Shaw,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
New Kent,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Newport News,Christopher R. Papile,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Newport News,Timothy S. Fisher,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Newport News,Gary A. Mills,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Newport News,Bryant L. Sugg,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Newport News,Tyneka L. D. Flythe,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,David W. Lannetti,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,Michelle J. Atkins,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,John Raymond Doyle III,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,Mary Jane Hall,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,Jerrauld C. Jones,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,Everett A. Martin Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,Joseph A. Migliozzi Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Norfolk ,Tasha D. Scott,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,Leslie L. Lilley,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,Kevin M. Duffan,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,Steven C. Frucci,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,William Revell Lewis III,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,James Clayton Lewis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,Stephen C. Mahan,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northampton ,Anne Bonwill Shockley,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Roy Michael McKenney,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Northumberland ,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nottoway ,Paul W. Cella,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nottoway ,Dennis M. Martin,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Nottoway ,Joseph M. Teefey Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Orange ,Timothy K. Sanner,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Orange ,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Orange ,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Orange ,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Orange ,Richard E. Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Orange ,Claude V. Worrell Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,Clark Andrew Ritchie,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,Bruce D. Albertson,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,Thomas J. Wilson IV,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,Kevin C. Black,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,William W. Eldridge IV,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,Alexander R. Iden,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,Brian M. Madden,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Page ,William W. Sharp,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Patrick ,Giles Carter Greer,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Patrick ,Marcus A. Brinks,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Patrick ,David V. Williams,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Petersburg ,Paul W. Cella,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Petersburg ,Dennis M. Martin,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Petersburg ,Joseph M. Teefey Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pittsylvania ,Stacey W. Moreau,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pittsylvania ,James J. Reynolds,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pittsylvania ,Timothy W. Allen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pittsylvania ,Joseph W. Milam Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Portsmouth ,Joel P. Crowe,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Portsmouth ,Kenneth R. Melvin,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Portsmouth ,Johnny E. Morrison,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Portsmouth ,Brenda C. Spry,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Powhatan ,Paul W. Cella,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Powhatan ,Dennis M. Martin,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Powhatan ,Joseph M. Teefey Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince Edward,Donald Carl Blessing,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince Edward,Kimberley S. White,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince Edward,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince Edward,James William Watson Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince George,William Edward Tomko III,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince George,Carson E. Saunders Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince George,William Allan Sharrett,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince George,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince George,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince William,Kimberly A. Irving,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince William,Angela Lemmon Horan,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince William,Carroll A. Weimer Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince William,James A. Willett,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince William,Tracy Calvin Hudson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Prince William,Petula C. Metzler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pulaski ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pulaski ,Kenneth M. Fleenor Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pulaski ,Brett L. Geisler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pulaski ,Hugh Lee Harrell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pulaski ,Josiah T. Showalter Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Pulaski ,Robert M. D. Turk,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Josiah T. Showalter Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Kenneth M. Fleenor Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Brett L. Geisler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Hugh Lee Harrell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Robert M. D. Turk,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Douglas L. Fleming Jr.,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,James P. Fisher,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Jeanette A. Irby,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,James E. Plowman Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Radford ,Stephen E. Sincavage,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,William R Marchant,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,Bradley B. Cavedo,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,David Eugene Cheek Sr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,Phillip L. Hairston,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,Clarence N. Jenkins Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,Jacqueline S. McClenney,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond ,Claire G. Cardwell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Richmond County,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke City,David B. Carson,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke City,John Christopher Clemens,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke City,"Onzlee Ware, Presiding Judge",, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke City,Charles N. Dorsey,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke City,James R. Swanson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke County,Charles N. Dorsey,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke County,James R. Swanson,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke County,David B. Carson,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke County,John Christopher Clemens,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Roanoke County,Onzlee Ware,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockbridge ,William Chapman Goodwin,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockbridge ,Joel R. Branscom,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockbridge ,Paul A. Dryer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockbridge ,Anne M. Reed,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockbridge ,Christopher B. Russell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockbridge ,Edward K. Stein,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Russell ,Michael Lee Moore,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Russell ,Brian K. Patton,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Russell ,Jack S. Hurley Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Russell ,Patrick R. Johnson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Russell ,Richard C. Patterson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Salem ,David B. Carson,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Salem ,John Christopher Clemens,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Salem ,Charles N. Dorsey,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Salem ,James R. Swanson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Salem ,Onzlee Ware,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Scott ,John C. Kilgore,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Scott ,Ronald Kelley Elkins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Scott ,Jeffrey Hamilton,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Scott ,Tammy S. McElyea,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,Kevin C. Black,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,Clark Andrew Ritchie,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,Bruce D. Albertson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,William W. Eldridge IV,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,Alexander R. Iden,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,Brian M. Madden,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,William W. Sharp,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Shenandoah ,Thomas J. Wilson IV,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Smyth ,Deanis L. Simmons,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Smyth ,Sage B. Johnson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Smyth ,Charles Randall Lowe,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Smyth ,Fredrick A. Rowlett,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Southampton ,Carl Edward Eason Jr.,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Southampton ,Lawson Wayne Farmer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Southampton ,Matthew A. Glassman,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Southampton ,Robert H. Sandwich Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,William E. Glover,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Ricardo Rigual,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Spotsylvania ,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Michael E. Levy,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,James Bruce Strickland,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Victoria A. B. Willis,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Stafford ,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Staunton ,Anne M. Reed,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Staunton ,William Chapman Goodwin,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Staunton ,Joel R. Branscom,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Staunton ,Paul A. Dryer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Staunton ,Christopher B. Russell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Staunton ,Edward K. Stein,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Suffolk ,Carl Edward Eason Jr.,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Suffolk ,Lawson Wayne Farmer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Suffolk ,Matthew A. Glassman,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Suffolk ,Robert H. Sandwich Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Surry ,William Allan Sharrett,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Surry ,William Edward Tomko III,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Surry ,Carson E. Saunders Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Surry ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Surry ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Sussex ,William Allan Sharrett,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Sussex ,William Edward Tomko III,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Sussex ,Carson E. Saunders Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Sussex ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Sussex ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Tazewell ,Brian K. Patton,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Tazewell ,Jack S. Hurley Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Tazewell ,Patrick R. Johnson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Tazewell ,Michael Lee Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Tazewell ,Richard C. Patterson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Virginia ,Leslie L. Lilley,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Virginia ,Steven C. Frucci,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Virginia ,James Clayton Lewis,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Virginia ,Stephen C. Mahan,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
